"NOC","Year","Athletes","Sports","Events","Is host","Mean Sex","Mean Sport Participation","Mean Event Participation","Bronze Last Olympics","Silver Last Olympics","Gold Last Olympics","Bronze","Silver","Gold","Total","Rank"
"United Arab Emirates","2016","12","6","11","0","0.75","992.166666666667","46.25",NA,NA,NA,"1","0","0","1","78"
"United States","2020","633","44","245","0","0.467289719626168","911.767523364486","264.564252336449","38","37","46","33","41","39","113","1"
"China","2020","417","41","210","0","0.358885017421603","770.482578397213","284.219512195122","26","18","26","19","32","38","89","2"
"Japan","2020","613","46","222","1","0.532401524777637","668.22998729352","437.260482846252","21","8","12","17","14","27","58","3"
"Great Britain","2020","392","35","197","0","0.492700729927007","934.016423357664","260.649635036496","17","23","27","22","20","22","64","4"
"Australia","2020","489","41","193","0","0.463949843260188","754.442006269593","389.271159874608","10","11","8","22","7","17","46","6"
"Netherlands","2020","282","31","123","0","0.40153452685422","861.984654731458","382.567774936061","4","7","8","14","12","10","36","7"
"France","2020","396","41","194","0","0.54089219330855","750.323420074349","324.204460966543","14","18","10","11","12","10","33","8"
"Germany","2020","415","37","206","0","0.571189279731993","891.130653266332","261.05527638191","15","10","17","16","11","10","37","9"
"Italy","2020","377","39","198","0","0.5","886.019083969466","210.923664122137","8","12","8","20","10","10","40","10"
"Canada","2020","386","40","182","0","0.381139489194499","809.614931237721","331.974459724951","15","3","4","10","7","7","24","11"
"Brazil","2020","319","33","142","0","0.572115384615385","883.807692307692","442.153846153846","6","6","7","8","6","7","21","12"
"New Zealand","2020","228","26","90","0","0.512544802867383","597.383512544803","552.26164874552","5","9","4","7","6","7","20","13"
"Cuba","2020","69","15","64","0","0.475609756097561","929.012195121951","71.390243902439","4","2","5","5","3","7","15","14"
"Hungary","2020","171","25","110","0","0.468354430379747","816.215189873418","288.599156118143","4","3","8","7","7","6","20","15"
"South Korea","2020","237","31","120","0","0.57396449704142","579.248520710059","360.275147928994","9","3","9","10","4","6","20","16"
"Poland","2020","218","28","137","0","0.50354609929078","1032.52836879433","154.216312056738","6","3","2","5","5","4","14","17"
"Czech Republic","2020","115","26","89","0","0.622516556291391","925.900662251656","206.701986754967","7","2","1","3","4","4","11","18"
"Kenya","2020","87","7","26","0","0.438202247191011","1277.19101123596","634.393258426966","1","6","6","2","4","4","10","19"
"Norway","2020","93","18","60","0","0.633928571428571","778.258928571429","431.883928571429","4","0","0","2","2","4","8","20"
"Jamaica","2020","61","6","32","0","0.471264367816092","2211.34482758621","62.4252873563218","2","3","6","4","1","4","9","21"
"Spain","2020","334","36","146","0","0.566433566433566","757.074592074592","504.060606060606","6","4","7","6","8","3","17","22"
"Sweden","2020","136","23","77","0","0.416184971098266","855.670520231214","447.127167630058","3","6","2","0","6","3","9","23"
"Switzerland","2020","116","25","96","0","0.591836734693878","950.051020408163","104.760204081633","2","2","3","6","4","3","13","24"
"Denmark","2020","108","19","63","0","0.478260869565217","772.434782608696","209.811594202899","7","6","2","4","4","3","11","25"
"Croatia","2020","60","17","47","0","0.662162162162162","648.567567567568","300.527027027027","2","3","5","2","3","3","8","26"
"Iran","2020","65","17","44","0","0.815789473684211","432.578947368421","477.960526315789","4","1","3","2","2","3","7","27"
"Serbia","2020","87","16","47","0","0.5","573.2","543.672727272727","2","4","2","5","1","3","9","28"
"Belgium","2020","130","25","77","0","0.475675675675676","913.081081081081","312.875675675676","2","2","2","3","1","3","7","29"
"Bulgaria","2020","42","13","45","0","0.428571428571429","845.767857142857","49.1071428571429","2","1","0","2","1","3","6","30"
"Slovenia","2020","53","17","43","0","0.5","686.15625","312.46875","1","2","1","1","1","3","5","31"
"Uzbekistan","2020","67","16","69","0","0.576470588235294","602.635294117647","56.8117647058824","7","2","4","2","0","3","5","32"
"Georgia","2020","35","11","35","0","0.805555555555556","700.555555555556","30.2777777777778","4","1","2","1","5","2","8","33"
"Chinese Taipei","2020","68","18","61","0","0.606837606837607","674.264957264957","82.0940170940171","2","0","1","6","4","2","12","34"
"Turkey","2020","107","18","94","0","0.546762589928058","1008.79856115108","161.705035971223","4","3","1","9","2","2","13","35"
"Greece","2020","82","20","58","0","0.58","1037.63","233.31","2","1","3","1","1","2","4","36"
"Uganda","2020","25","4","18","0","0.5","1987.75","50.5",NA,NA,NA,"1","1","2","4","36"
"Ecuador","2020","47","17","35","0","0.346153846153846","1090.55769230769","60.6730769230769",NA,NA,NA,"0","1","2","3","38"
"Ireland","2020","517","35","203","0","0.5","929.250716332378","274.84670487106","0","2","0","2","0","2","4","39"
"Israel","2020","90","19","68","0","0.5703125","818.1328125","86.4140625","2","0","0","2","0","2","4","39"
"Qatar","2020","16","7","15","0","0.823529411764706","1537.52941176471","207.352941176471","0","1","0","1","0","2","3","41"
"Bahamas","2020","16","2","12","0","0.318181818181818","2193.63636363636","59.3636363636364","1","0","1","0","0","2","2","42"
"Kosovo","2020","11","6","11","0","0.454545454545455","847.363636363636","34","0","0","1","0","0","2","2","42"
"Ukraine","2020","153","28","121","0","0.466666666666667","935.048888888889","60.92","4","5","2","12","6","1","19","44"
"Belarus","2020","103","20","89","0","0.408759124087591","998.992700729927","57.7226277372263","4","4","1","3","3","1","7","45"
"Romania","2020","104","18","57","0","0.554621848739496","722.235294117647","354.563025210084","2","1","1","0","3","1","4","46"
"Venezuela","2020","43","16","35","0","0.702127659574468","638.276595744681","389.957446808511","1","2","0","0","3","1","4","46"
"India","2020","126","18","72","0","0.549668874172185","825.82119205298","377.344370860927","1","1","0","4","2","1","7","48"
"Hong Kong","2020","44","15","35","0","0.369230769230769","683.323076923077","71.1076923076923",NA,NA,NA,"3","2","1","6","49"
"Philippines","2020","19","11","26","0","0.592592592592593","827.333333333333","46.0740740740741","0","1","0","1","2","1","4","50"
"Slovakia","2020","41","14","42","0","0.625","860.089285714286","64.3571428571429","0","2","2","1","2","1","4","50"
"South Africa","2020","181","23","73","0","0.62085308056872","911.284360189573","652.265402843602","2","6","2","0","2","1","3","52"
"Austria","2020","76","24","70","0","0.466019417475728","656.980582524272","64.378640776699","1","0","0","5","1","1","7","53"
"Egypt","2020","140","27","94","0","0.620512820512821","521.446153846154","322.723076923077","3","0","0","4","1","1","6","54"
"Indonesia","2020","28","8","23","0","0.6","488.057142857143","90.9428571428571","0","2","1","3","1","1","5","55"
"Ethiopia","2020","37","4","15","0","0.473684210526316","2188.23684210526","50.5789473684211","5","2","1","2","1","1","4","56"
"Portugal","2020","93","22","65","0","0.601769911504425","853.433628318584","242.929203539823","1","0","0","2","1","1","4","56"
"Tunisia","2020","63","17","50","0","0.506849315068493","461.835616438356","272.575342465753","3","0","0","0","1","1","2","58"
"Estonia","2020","33","15","28","0","0.571428571428571","905.095238095238","58.3095238095238","1","0","0","1","0","1","2","59"
"Fiji","2020","32","6","8","0","0.5","463.34375","1127.96875","0","0","1","1","0","1","2","59"
"Latvia","2020","33","15","26","0","0.552631578947368","775.184210526316","342.842105263158",NA,NA,NA,"1","0","1","2","59"
"Thailand","2020","41","15","33","0","0.375","527.791666666667","61.8541666666667","2","2","2","1","0","1","2","59"
"Bermuda","2020","2","2","2","0","0.5","354","93.5",NA,NA,NA,"0","0","1","1","63"
"Morocco","2020","46","18","37","0","0.705882352941177","979.137254901961","105.725490196078","1","0","0","0","0","1","1","63"
"Puerto Rico","2020","37","15","24","0","0.358974358974359","643.871794871795","442.076923076923","0","0","1","0","0","1","1","63"
"Colombia","2020","69","20","56","0","0.688311688311688","1043.96103896104","61.2857142857143","3","2","3","1","4","0","5","66"
"Azerbaijan","2020","44","14","51","0","0.636363636363636","592.709090909091","47.2","10","7","1","4","3","0","7","67"
"Dominican Republic","2020","66","11","31","0","0.623188405797101","607.666666666667","298.31884057971","1","0","0","2","3","0","5","68"
"Armenia","2020","17","8","19","0","0.842105263157895","706.842105263158","35.7368421052632","0","3","1","2","2","0","4","69"
"Kyrgyzstan","2020","16","7","17","0","0.705882352941177","718.470588235294","29.2941176470588",NA,NA,NA,"1","2","0","3","70"
"Mongolia","2020","43","10","43","0","0.442622950819672","541.311475409836","156.655737704918","1","1","0","3","1","0","4","71"
"Argentina","2020","189","31","61","0","0.677884615384615","480.173076923077","879.528846153846","0","1","3","2","1","0","3","72"
"San Marino","2020","5","4","7","0","0.5","797.625","29",NA,NA,NA,"2","1","0","3","72"
"Jordan","2020","14","8","15","0","0.733333333333333","701.266666666667","37.2","0","0","1","1","1","0","2","74"
"Malaysia","2020","30","10","37","0","0.468085106382979","667.63829787234","73.0425531914894","1","4","0","1","1","0","2","74"
"Nigeria","2020","53","10","31","0","0.455882352941176","1011.16176470588","532.382352941176","1","0","0","1","1","0","2","74"
"Bahrain","2020","32","5","14","0","0.787878787878788","1216.84848484848","721.151515151515","0","1","1","0","1","0","1","77"
"Lithuania","2020","42","13","46","0","0.644067796610169","1089","50.7966101694915","3","1","0","0","1","0","1","77"
"Namibia","2020","11","6","10","0","0.454545454545455","982.545454545455","58.3636363636364",NA,NA,NA,"0","1","0","1","77"
"North Macedonia","2020","8","7","8","0","0.625","897.375","30.5",NA,NA,NA,"0","1","0","1","77"
"Saudi Arabia","2020","33","9","12","0","0.939393939393939","682.393939393939","965.545454545455",NA,NA,NA,"0","1","0","1","77"
"Turkmenistan","2020","9","4","10","0","0.6","872.1","24.8",NA,NA,NA,"0","1","0","1","77"
"Kazakhstan","2020","97","25","82","0","0.689655172413793","549.655172413793","210.73275862069","10","5","2","8","0","0","8","83"
"Mexico","2020","162","31","87","0","0.566326530612245","592.852040816327","243.622448979592","2","3","0","4","0","0","4","84"
"Finland","2020","45","11","37","0","0.489795918367347","1425.20408163265","46.9183673469388","1","0","0","2","0","0","2","85"
"Botswana","2020","14","4","9","0","0.6875","1846.3125","57.3125",NA,NA,NA,"1","0","0","1","86"
"Burkina Faso","2020","7","5","8","0","0.625","1390.875","54.125",NA,NA,NA,"1","0","0","1","86"
"Ghana","2020","14","5","11","0","0.875","1606.875","60.25",NA,NA,NA,"1","0","0","1","86"
"Grenada","2020","6","2","6","0","0.666666666666667","2090","44","0","1","0","1","0","0","1","86"
"Ivory Coast","2020","31","6","11","0","0.78125","788.625","948.25","1","0","1","1","0","0","1","86"
"Kuwait","2020","10","5","8","0","0.8","1081.9","41.8",NA,NA,NA,"1","0","0","1","86"
"Moldova","2020","20","8","23","0","0.423076923076923","1004.5","53.5",NA,NA,NA,"1","0","0","1","86"
"Syria","2020","6","6","6","0","0.833333333333333","835.666666666667","83.6666666666667",NA,NA,NA,"1","0","0","1","86"
"United States","2024","619","47","234","0","0.471896955503513","930.652224824356","397.065573770492","33","41","39","42","44","40","126","1"
"China","2024","396","42","211","0","0.388415672913118","810.64395229983","289.504258943782","19","32","38","24","27","40","91","2"
"Japan","2024","430","41","166","0","0.553511705685619","767.170568561873","511.901337792642","17","14","27","13","12","20","45","3"
"Australia","2024","474","44","205","0","0.437596302003082","862.067796610169","403.856702619414","22","7","17","16","19","18","53","4"
"France","2024","601","46","223","1","0.496878901373283","758.217228464419","512.403245942572","11","12","10","22","26","16","64","5"
"Netherlands","2024","288","32","132","0","0.423162583518931","885.770601336303","406.089086859688","14","12","10","12","7","15","34","6"
"Great Britain","2024","343","33","174","0","0.4953095684803","983.191369606004","243.763602251407","22","20","22","29","22","14","65","7"
"South Korea","2024","147","23","104","0","0.455645161290323","692.08064516129","222.5","10","4","6","10","9","13","32","8"
"Italy","2024","397","39","205","0","0.522950819672131","917.437704918033","238.188524590164","20","10","10","15","13","12","40","9"
"Germany","2024","457","42","196","0","0.530139103554869","836.948995363215","407.789799072643","16","11","10","8","13","12","33","10"
"New Zealand","2024","208","27","100","0","0.486166007905138","639.675889328063","589.948616600791","7","6","7","3","7","10","20","11"
"Canada","2024","332","40","172","0","0.433085501858736","883.314126394052","351.78624535316","10","7","7","11","7","9","27","12"
"Uzbekistan","2024","88","17","68","0","0.680672268907563","613.067226890756","374.840336134454","2","0","3","3","2","8","13","13"
"Hungary","2024","177","24","114","0","0.52156862745098","769.576470588235","425.572549019608","7","7","6","6","7","6","19","14"
"Spain","2024","400","39","150","0","0.53041825095057","782.454372623574","579.543726235741","6","8","3","9","4","5","18","15"
"Sweden","2024","125","21","81","0","0.46242774566474","855.005780346821","362.011560693642","0","6","3","3","4","4","11","16"
"Kenya","2024","74","6","24","0","0.519480519480519","1595.38961038961","552.38961038961","2","4","4","5","2","4","11","17"
"Norway","2024","109","21","58","0","0.515625","840.21875","432.1328125","2","2","4","3","1","4","8","18"
"Ireland","2024","486","34","186","0","0.49025069637883","954.376044568245","291.782729805014","2","0","2","3","0","4","7","19"
"Brazil","2024","289","38","146","0","0.451371571072319","819.513715710723","485.945137157107","8","6","7","10","7","3","20","20"
"Iran","2024","41","14","38","0","0.739130434782609","482.173913043478","77.5","2","2","3","3","6","3","12","21"
"Ukraine","2024","141","25","101","0","0.561320754716981","848.981132075472","230.415094339623","12","6","1","4","5","3","12","22"
"Romania","2024","96","18","57","0","0.381944444444444","798.833333333333","262.638888888889","0","3","1","2","4","3","9","23"
"Georgia","2024","28","9","30","0","0.710526315789474","541.894736842105","114.263157894737","1","5","2","1","3","3","7","24"
"Belgium","2024","177","25","93","0","0.504166666666667","967.770833333333","423.229166666667","3","1","3","6","1","3","10","25"
"Bulgaria","2024","46","16","53","0","0.491803278688525","767.327868852459","96.7868852459016","2","1","3","3","1","3","7","26"
"Serbia","2024","114","16","47","0","0.62962962962963","533.666666666667","796.303703703704","5","1","3","1","1","3","5","27"
"Czech Republic","2024","111","27","94","0","0.530201342281879","855.711409395973","110.261744966443","3","4","4","2","0","3","5","28"
"Denmark","2024","128","24","60","0","0.428571428571429","516.509316770186","383.645962732919","4","4","3","5","2","2","9","29"
"Azerbaijan","2024","48","15","41","0","0.591836734693878","388.040816326531","188.551020408163","4","3","0","3","2","2","7","30"
"Croatia","2024","73","16","43","0","0.8","682.835294117647","577.835294117647","2","3","3","3","2","2","7","30"
"Cuba","2024","61","16","52","0","0.492753623188406","977.594202898551","90.1739130434783","5","3","7","6","1","2","9","32"
"Bahrain","2024","14","5","13","0","0.466666666666667","1695.73333333333","43.4","0","1","0","1","1","2","4","33"
"Slovenia","2024","94","17","54","0","0.461538461538462","609.666666666667","644.57264957265","1","1","3","0","1","2","3","34"
"Chinese Taipei","2024","60","17","47","0","0.448717948717949","467.897435897436","123.346153846154","6","4","2","5","0","2","7","35"
"Austria","2024","84","26","76","0","0.553719008264463","602.03305785124","119.090909090909","5","1","1","3","0","2","5","36"
"Hong Kong","2024","34","13","32","0","0.372549019607843","812.196078431373","115.862745098039","3","2","1","2","0","2","4","37"
"Philippines","2024","22","9","31","0","0.318181818181818","1038.15909090909","188.636363636364","1","2","1","2","0","2","4","37"
"Algeria","2024","46","15","47","0","0.490909090909091","776.109090909091","70.6",NA,NA,NA,"1","0","2","3","39"
"Indonesia","2024","29","12","25","0","0.5","422.138888888889","172.888888888889","3","1","1","1","0","2","3","39"
"Israel","2024","89","20","68","0","0.579710144927536","916.391304347826","321.224637681159","2","0","2","1","5","1","7","41"
"Poland","2024","226","28","134","0","0.429487179487179","1009.42628205128","212.333333333333","5","5","4","5","4","1","10","42"
"Kazakhstan","2024","79","23","82","0","0.707317073170732","608.252032520325","101.650406504065","8","0","0","3","3","1","7","43"
"Jamaica","2024","65","4","31","0","0.444444444444444","2284.06172839506","63.8765432098765","4","1","4","2","3","1","6","44"
"South Africa","2024","141","24","66","0","0.559006211180124","946.211180124224","641.341614906832","0","2","1","2","3","1","6","44"
"Thailand","2024","52","18","45","0","0.431034482758621","372.706896551724","116.431034482759","1","0","1","2","3","1","6","44"
"Ethiopia","2024","33","2","13","0","0.457142857142857","2330.14285714286","48.4857142857143","2","1","1","0","3","1","4","47"
"Switzerland","2024","137","22","94","0","0.596330275229358","1074.70642201835","175.917431192661","6","4","3","5","2","1","8","48"
"Ecuador","2024","40","14","32","0","0.382978723404255","1220.59574468085","89.531914893617","0","1","2","2","2","1","5","49"
"Portugal","2024","75","19","65","0","0.526315789473684","948.705263157895","125.336842105263","2","1","1","1","2","1","4","50"
"Greece","2024","100","17","54","0","0.611111111111111","893.714285714286","519.674603174603","1","1","2","6","1","1","8","51"
"Argentina","2024","143","25","41","0","0.746753246753247","490.909090909091","998.136363636364","2","1","0","1","1","1","3","52"
"Egypt","2024","155","26","89","0","0.608695652173913","476.342995169082","436.260869565217","4","1","1","1","1","1","3","52"
"Tunisia","2024","26","15","29","0","0.548387096774194","516.451612903226","35.5806451612903","0","1","1","1","1","1","3","52"
"Botswana","2024","14","2","9","0","0.894736842105263","2271.47368421053","71.0526315789474","1","0","0","0","1","1","2","55"
"Chile","2024","48","22","34","0","0.615384615384615","721.288461538462","152.75",NA,NA,NA,"0","1","1","2","55"
"Saint Lucia","2024","4","3","5","0","0.6","1794.6","61.2",NA,NA,NA,"0","1","1","2","55"
"Uganda","2024","25","4","16","0","0.518518518518518","2148.44444444444","50.3703703703704","1","1","2","0","1","1","2","55"
"Dominican Republic","2024","59","13","27","0","0.609375","837.78125","794.84375","2","3","0","2","0","1","3","59"
"Guatemala","2024","16","7","14","0","0.625","1147.8125","65.6875",NA,NA,NA,"1","0","1","2","60"
"Morocco","2024","61","21","35","0","0.714285714285714","821.714285714286","604.079365079365","0","0","1","1","0","1","2","60"
"Dominica","2024","4","2","4","0","0.5","1969.5","59.5",NA,NA,NA,"0","0","1","1","62"
"Pakistan","2024","7","3","9","0","0.5","1120.8","39.7",NA,NA,NA,"0","0","1","1","62"
"Turkey","2024","101","19","85","0","0.6","849.987878787879","228.951515151515","9","2","2","5","3","0","8","64"
"Mexico","2024","108","29","83","0","0.374193548387097","694.303225806452","105.574193548387","4","0","0","2","3","0","5","65"
"Armenia","2024","15","7","16","0","0.882352941176471","770.235294117647","214.411764705882","2","2","0","1","3","0","4","66"
"Colombia","2024","88","24","61","0","0.428571428571429","793.533333333333","431.361904761905","1","4","0","1","3","0","4","66"
"Kyrgyzstan","2024","16","5","17","0","0.705882352941177","669.941176470588","27.3529411764706","1","2","0","4","2","0","6","68"
"North Korea","2024","14","7","16","0","0.222222222222222","594.333333333333","133.611111111111",NA,NA,NA,"4","2","0","6","68"
"Lithuania","2024","51","14","42","0","0.603174603174603","997.079365079365","215.396825396825","0","1","0","2","2","0","4","70"
"India","2024","112","16","63","0","0.557971014492754","848.666666666667","249.195652173913","4","2","1","5","1","0","6","71"
"Moldova","2024","26","10","27","0","0.5","757.933333333333","54.6666666666667","1","0","0","3","1","0","4","72"
"Kosovo","2024","9","4","9","0","0.222222222222222","952.111111111111","40.5555555555556","0","0","2","1","1","0","2","73"
"Cyprus","2024","15","9","23","0","0.565217391304348","1114.60869565217","119.086956521739",NA,NA,NA,"0","1","0","1","74"
"Fiji","2024","36","7","11","0","0.527777777777778","439.833333333333","1161.97222222222","1","0","1","0","1","0","1","74"
"Jordan","2024","12","6","13","0","0.769230769230769","733.846153846154","159.615384615385","1","1","0","0","1","0","1","74"
"Mongolia","2024","32","9","37","0","0.479166666666667","621.020833333333","79.3541666666667","3","1","0","0","1","0","1","74"
"Panama","2024","8","6","13","0","0.230769230769231","1256.53846153846","171.846153846154",NA,NA,NA,"0","1","0","1","74"
"Tajikistan","2024","14","6","14","0","0.785714285714286","717.785714285714","36.7142857142857",NA,NA,NA,"3","0","0","3","79"
"Albania","2024","8","4","9","0","0.555555555555556","1095.66666666667","42.5555555555556",NA,NA,NA,"2","0","0","2","80"
"Grenada","2024","6","2","6","0","0.666666666666667","2097","44.3333333333333","1","0","0","2","0","0","2","80"
"Malaysia","2024","26","11","23","0","0.46875","416.90625","81.875","1","1","0","2","0","0","2","80"
"Puerto Rico","2024","51","13","30","0","0.528301886792453","681.188679245283","720.094339622642","0","0","1","2","0","0","2","80"
"Cabo Verde","2024","7","5","7","0","0.571428571428571","997.857142857143","41.4285714285714",NA,NA,NA,"1","0","0","1","84"
"Ivory Coast","2024","13","4","11","0","0.222222222222222","1666.27777777778","59.8888888888889","1","0","0","1","0","0","1","84"
"Peru","2024","26","10","21","0","0.375","1243.59375","192.5",NA,NA,NA,"1","0","0","1","84"
"Qatar","2024","13","5","10","0","0.923076923076923","1498.07692307692","276.615384615385","1","0","2","1","0","0","1","84"
"Refugee Olympic Team","2024","37","13","39","0","0.636363636363636","769.113636363636","64.5",NA,NA,NA,"1","0","0","1","84"
"Singapore","2024","23","11","24","0","0.25","986.21875","80.78125",NA,NA,NA,"1","0","0","1","84"
"Slovakia","2024","28","13","31","0","0.473684210526316","919.131578947368","53.2631578947368","1","2","1","1","0","0","1","84"
"Zambia","2024","31","5","8","0","0.3125","992.28125","952.65625",NA,NA,NA,"1","0","0","1","84"
